bank,keep_i,drop_j,similarity,keep_link,drop_link,keep_title,drop_title
HDBank,40,11,,https://cafef.vn/hdbank-chot-quyen-chia-co-tuc-bang-tien-va-co-phieu-tong-ty-le-30-188240702085907055.chn,https://baochinhphu.vn/hdbank-chot-quyen-chia-co-tuc-bang-tien-va-co-phieu-tong-ti-le-30-102240702145522536.htm,HDBank chốt quyền chia cổ tức bằng tiền và cổ phiếu tổng tỷ lệ 30% - CafeF,HDBank chốt quyền chia cổ tức bằng tiền và cổ phiếu tổng tỉ lệ 30% - baochinhphu.vn
HDBank,48,15,,https://cafef.vn/dien-dan-kinh-te-tpho-chi-minh-quoc-te-an-tuong-voi-galaxy-innovation-hub-by-hdbank-188240927154320777.chn,https://baochinhphu.vn/chuyen-gia-quoc-te-an-tuong-voi-galaxy-innovation-hub-by-hdbank-102240927173804756.htm,Diễn đàn kinh tế TP.Hồ Chí Minh: Quốc tế ấn tượng với Galaxy Innovation Hub by HDBank - CafeF,Diễn đàn kinh tế TPHCM: Quốc tế ấn tượng với Galaxy Innovation Hub by HDBank - baochinhphu.vn
HDBank,22,21,,https://cafef.vn/lai-suat-ngan-hang-hdbank-thang-6-2024-gui-ky-han-nao-co-lai-suat-tren-6-nam-18824061208154672.chn,https://cafef.vn/lai-suat-ngan-hang-hdbank-moi-nhat-thang-9-2024-gui-online-18-thang-co-lai-suat-cao-nhat-188240902183337609.chn,Lãi suất Ngân hàng HDBank tháng 6/2024: Gửi kỳ hạn nào có lãi suất trên 6%/năm? - CafeF,Lãi suất ngân hàng HDBank mới nhất tháng 9/2024: Gửi online 18 tháng có lãi suất cao nhất - CafeF
HDBank,22,23,,https://cafef.vn/lai-suat-ngan-hang-hdbank-thang-6-2024-gui-ky-han-nao-co-lai-suat-tren-6-nam-18824061208154672.chn,https://cafef.vn/lai-suat-tiet-kiem-hdbank-moi-nhat-thang-4-2024-ky-han-18-thang-co-lai-suat-tot-nhat-188240418005117957.chn,Lãi suất Ngân hàng HDBank tháng 6/2024: Gửi kỳ hạn nào có lãi suất trên 6%/năm? - CafeF,Lãi suất tiết kiệm HDBank mới nhất tháng 4/2024: Kỳ hạn 18 tháng có lãi suất tốt nhất - CafeF
HDBank,22,25,,https://cafef.vn/lai-suat-ngan-hang-hdbank-thang-6-2024-gui-ky-han-nao-co-lai-suat-tren-6-nam-18824061208154672.chn,https://cafef.vn/lai-suat-ngan-hang-hdbank-thang-3-2024-gui-online-18-thang-co-lai-suat-tot-nhat-188240310221856247.chn,Lãi suất Ngân hàng HDBank tháng 6/2024: Gửi kỳ hạn nào có lãi suất trên 6%/năm? - CafeF,Lãi suất Ngân hàng HDBank tháng 3/2024: Gửi online 18 tháng có lãi suất tốt nhất - CafeF
HDBank,39,27,,https://cafef.vn/dhcd-hdbank-tiep-tuc-chia-co-tuc-cao-ty-le-30-bang-tien-mat-va-co-phieu-trong-nam-nay-188240426091953022.chn,https://cafef.vn/chia-khoa-tang-truong-cao-va-ben-vung-cua-hdbank-188240510085534558.chn,"ĐHCĐ HDBank: Tiếp tục tăng trưởng cao và bền vững, điều chỉnh tăng tỷ lệ trả cổ tức từ 25% lên 30% - CafeF",Chìa khóa tăng trưởng cao và bền vững của HDBank - CafeF
HDBank,22,28,,https://cafef.vn/lai-suat-ngan-hang-hdbank-thang-6-2024-gui-ky-han-nao-co-lai-suat-tren-6-nam-18824061208154672.chn,https://cafef.vn/lai-suat-ngan-hang-hdbank-moi-nhat-thang-7-2024-gui-online-18-thang-co-lai-suat-tot-nhat-18824071311214635.chn,Lãi suất Ngân hàng HDBank tháng 6/2024: Gửi kỳ hạn nào có lãi suất trên 6%/năm? - CafeF,Lãi suất ngân hàng HDBank mới nhất tháng 7/2024: Gửi online 18 tháng có lãi suất tốt nhất - CafeF
HDBank,22,29,,https://cafef.vn/lai-suat-ngan-hang-hdbank-thang-6-2024-gui-ky-han-nao-co-lai-suat-tren-6-nam-18824061208154672.chn,https://cafef.vn/lai-suat-ngan-hang-hdbank-moi-nhat-thang-8-2024-tang-o-mot-so-ky-han-gui-online-18-thang-co-lai-suat-cao-nhat-188240817100402769.chn,Lãi suất Ngân hàng HDBank tháng 6/2024: Gửi kỳ hạn nào có lãi suất trên 6%/năm? - CafeF,"Lãi suất ngân hàng HDBank mới nhất tháng 8/2024: Tăng ở một số kỳ hạn, gửi online 18 tháng có lãi suất cao nhất - CafeF"
HDBank,22,34,,https://cafef.vn/lai-suat-ngan-hang-hdbank-thang-6-2024-gui-ky-han-nao-co-lai-suat-tren-6-nam-18824061208154672.chn,https://cafef.vn/lai-suat-ngan-hang-hdbank-moi-nhat-thang-12-2024-tang-tai-ky-han-6-va-12-thang-ky-han-18-thang-co-lai-suat-cao-nhat-188241203163919072.chn,Lãi suất Ngân hàng HDBank tháng 6/2024: Gửi kỳ hạn nào có lãi suất trên 6%/năm? - CafeF,"Lãi suất ngân hàng HDBank mới nhất tháng 12/2024: Tăng tại kỳ hạn 6 và 12 tháng, kỳ hạn 18 tháng có lãi suất cao nhất - CafeF"
