bank,keep_i,drop_j,similarity,keep_link,drop_link,keep_title,drop_title
VietinBank,92,5,,https://cafef.vn/trien-khai-mua-ban-vang-digigold-tren-ung-dung-so-vietinbank-ipay-mobile-188240910183756134.chn,https://vnexpress.net/mua-ban-vang-tren-ung-dung-so-vietinbank-tu-10-9-4791284.html,Triển khai mua bán vàng (digiGOLD) trên ứng dụng số VietinBank iPay Mobile - CafeF,Mua bán vàng trên ứng dụng số VietinBank từ 10/9 - VnExpress
VietinBank,60,29,,https://cafef.vn/lai-suat-ngan-hang-vietinbank-moi-nhat-thang-2-2024-muc-cao-nhat-la-5-nam-188240203232929695.chn,https://cafef.vn/lai-suat-ngan-hang-cong-thuong-vietinbank-moi-nhat-thang-12-2024-gui-ky-han-nao-co-lai-suat-cao-nhat-188241203212414635.chn,Lãi suất ngân hàng VietinBank mới nhất tháng 2/2024: Mức cao nhất là 5%/năm - CafeF,Lãi suất Ngân hàng Công thương (VietinBank) mới nhất tháng 12/2024: Gửi kỳ hạn nào có lãi suất cao nhất? - CafeF
VietinBank,60,37,,https://cafef.vn/lai-suat-ngan-hang-vietinbank-moi-nhat-thang-2-2024-muc-cao-nhat-la-5-nam-188240203232929695.chn,https://cafef.vn/lai-suat-tiet-kiem-ngan-hang-vietinbank-moi-nhat-thang-4-muc-cao-nhat-danh-cho-ky-han-24-thang-tro-len-188240411222149156.chn,Lãi suất ngân hàng VietinBank mới nhất tháng 2/2024: Mức cao nhất là 5%/năm - CafeF,Lãi suất tiết kiệm ngân hàng VietinBank mới nhất tháng 4: Mức cao nhất dành cho kỳ hạn 24 tháng trở lên - CafeF
VietinBank,60,44,,https://cafef.vn/lai-suat-ngan-hang-vietinbank-moi-nhat-thang-2-2024-muc-cao-nhat-la-5-nam-188240203232929695.chn,https://cafef.vn/lai-suat-ngan-hang-vietinbank-moi-nhat-thang-3-2024-gui-ky-han-nao-co-lai-suat-tot-nhat-188240308170008014.chn,Lãi suất ngân hàng VietinBank mới nhất tháng 2/2024: Mức cao nhất là 5%/năm - CafeF,Lãi suất ngân hàng VietinBank mới nhất tháng 3/2024: Gửi kỳ hạn nào có lãi suất tốt nhất? - CafeF
VietinBank,60,55,,https://cafef.vn/lai-suat-ngan-hang-vietinbank-moi-nhat-thang-2-2024-muc-cao-nhat-la-5-nam-188240203232929695.chn,https://cafef.vn/lai-suat-ngan-hang-vietinbank-moi-nhat-thang-9-2024-gui-ky-han-nao-co-lai-suat-cao-nhat-188240917182824371.chn,Lãi suất ngân hàng VietinBank mới nhất tháng 2/2024: Mức cao nhất là 5%/năm - CafeF,Lãi suất ngân hàng VietinBank mới nhất tháng 9/2024: Gửi kỳ hạn nào có lãi suất cao nhất - CafeF
VietinBank,60,68,,https://cafef.vn/lai-suat-ngan-hang-vietinbank-moi-nhat-thang-2-2024-muc-cao-nhat-la-5-nam-188240203232929695.chn,https://cafef.vn/lai-suat-ngan-hang-vietinbank-moi-nhat-thang-5-gui-24-thang-tro-len-co-lai-suat-cao-nhat-188240507225522296.chn,Lãi suất ngân hàng VietinBank mới nhất tháng 2/2024: Mức cao nhất là 5%/năm - CafeF,Lãi suất ngân hàng VietinBank mới nhất tháng 5: Gửi 24 tháng trở lên có lãi suất cao nhất - CafeF
