bank,keep_i,drop_j,similarity,keep_link,drop_link,keep_title,drop_title
BIDV,2,8,,https://tapchinganhang.gov.vn/bidv-mien-phi-hang-trieu-tai-khoan-so-dep-the-he-moi-1687.html,https://vnexpress.net/bidv-mien-phi-hang-trieu-tai-khoan-so-dep-4675557.html,BIDV miễn phí hàng triệu tài khoản số đẹp thế hệ mới - Tạp chí Ngân hàng,BIDV miễn phí hàng triệu tài khoản số đẹp - VnExpress
BIDV,6,9,,https://tapchinganhang.gov.vn/bidv-trien-khai-chuan-tin-dien-iso20022-tai-he-thong-thanh-toan-payment-hub-1787.html,https://vnexpress.net/bidv-ap-dung-chuan-iso20022-vao-he-thong-thanh-toan-4663094.html,BIDV triển khai chuẩn tin điện ISO20022 tại hệ thống thanh toán Payment Hub - Tạp chí Ngân hàng,BIDV áp dụng chuẩn ISO20022 vào hệ thống thanh toán - VnExpress
BIDV,57,29,,https://thitruongtaichinhtiente.vn/bidv-va-edmond-de-rothschild-hop-tac-chien-luoc-cung-cap-dich-vu-private-banking-hang-dau-viet-nam-52424.html,https://cafef.vn/bidv-va-edmond-de-rothschild-hop-tac-chien-luoc-cung-cap-dich-vu-private-banking-hang-dau-viet-nam-18823111609351291.chn,BIDV và Edmond de Rothschild hợp tác chiến lược cung cấp dịch vụ Private Banking hàng đầu Việt Nam - thitruongtaichinhtiente.vn,BIDV và Edmond de Rothschild hợp tác chiến lược cung cấp dịch vụ Private Banking hàng đầu Việt Nam - CafeF
BIDV,57,63,,https://thitruongtaichinhtiente.vn/bidv-va-edmond-de-rothschild-hop-tac-chien-luoc-cung-cap-dich-vu-private-banking-hang-dau-viet-nam-52424.html,https://thitruongtaichinhtiente.vn/hop-tac-chien-luoc-giua-bidv-va-edmond-de-rothschild-46406.html,BIDV và Edmond de Rothschild hợp tác chiến lược cung cấp dịch vụ Private Banking hàng đầu Việt Nam - thitruongtaichinhtiente.vn,Hợp tác chiến lược giữa BIDV và Edmond de Rothschild - thitruongtaichinhtiente.vn
BIDV,36,64,,https://cafef.vn/bidv-tien-phong-ban-hanh-khung-khoan-vay-ben-vung-20230217094907111.chn,https://thitruongtaichinhtiente.vn/bidv-tien-phong-ban-hanh-khung-khoan-vay-ben-vung-44379.html,BIDV tiên phong ban hành “Khung Khoản vay bền vững” - CafeF,BIDV tiên phong ban hành “Khung Khoản vay bền vững” - thitruongtaichinhtiente.vn
