bank,keep_i,drop_j,similarity,keep_link,drop_link,keep_title,drop_title
NCB,2,1,,https://cafef.vn/ngan-hang-ncb-da-duoc-phe-duyet-phuong-an-co-cau-lai-tam-nhin-toi-2030-188240727101057693.chn,https://vnexpress.net/ncb-duoc-phe-duyet-phuong-an-co-cau-lai-4775129.html,Ngân hàng NCB đã được phê duyệt phương án cơ cấu lại tầm nhìn tới 2030 - CafeF,NCB được phê duyệt phương án cơ cấu lại - VnExpress
